   0 132  1996.3007812    466363 335738.50    -11.69     82.59     -9.20    -10.50     82.28     -8.01     -5.03
   0 133  1996.3278809    470299 338997.81     -7.86     82.29     -8.87     -6.66     82.08     -7.67     -4.37
   0 134  1996.3549805    468528 338126.19     -6.93     84.36     -8.40     -5.73     84.15     -7.19     -3.57
   0 135  1996.3820801    467950 337316.69     -8.50     82.76     -8.01     -7.29     82.58     -6.80     -2.91
   0 136  1996.4091797    467278 337389.81     -7.09     82.88     -7.70     -5.87     82.75     -6.48     -2.40
   0 137  1996.4361572    468284 337909.81     -8.23     81.75     -7.34     -7.01     81.58     -6.12     -2.00
 999 138  1996.4632568    471266 347299.69     -7.89     86.51     -6.82     -6.68     86.34     -5.59     -1.59
   0 139  1996.4903564    461902 335736.91     -6.04     81.08     -6.13     -4.80     80.96     -4.89     -1.23
   0 140  1996.5174561    461119 335505.91     -6.83     80.22     -5.39     -5.59     80.20     -4.15     -1.04
   0 141  1996.5445557    458879 336080.81     -5.27     81.32     -4.70     -4.02     81.35     -3.46     -1.11
   0 142  1996.5716553    459698 337709.59     -1.39     82.92     -4.15     -0.15     83.01     -2.91     -1.50
   0 143  1996.5987549    456250 335068.41     -3.65     81.04     -3.79     -2.40     81.09     -2.54     -2.21
   0 144  1996.6258545    444445 327651.19     -4.29     81.17     -3.35     -3.03     81.29     -2.10     -2.94
   0 145  1996.6529541    449498 331883.00     -3.47     82.78     -3.00     -2.21     82.93     -1.73     -3.73
   0 146  1996.6800537    452080 334564.09     -5.11     83.60     -2.18     -3.84     83.75     -0.91     -4.01
   0 147  1996.7071533    437683 324277.00     -1.19     84.49     -0.99      0.08     84.67      0.29     -3.78
   0 148  1996.7342529    433998 321290.31      3.09     87.51      0.46      4.40     87.75      1.75     -3.08
   0 149  1996.7613525    455642 336238.41      2.08     84.19      2.04      3.37     84.45      3.34     -2.00
 999 150  1996.7884521    436274 326479.81      0.08     88.63      3.44      1.36     88.82      4.75     -0.83
   0 151  1996.8155518    458731 337839.69      5.52     85.43      4.16      6.83     85.68      5.47     -0.07
   0 152  1996.8426514    461980 339098.91      8.40     85.58      3.89      9.73     85.87      5.22     -0.02
   0 153  1996.8696289    456095 334960.59      5.19     87.88      2.81      6.52     88.09      4.15     -0.57
   0 154  1996.8967285    462724 338771.00     -1.70     86.06      1.27     -0.35     86.17      2.61     -1.41
   0 155  1996.9238281    464826 337874.09     -1.08     85.30     -0.37      0.28     85.36      0.98     -2.21
   0 156  1996.9509277    469046 339349.69     -0.30     84.39     -1.82      1.06     84.41     -0.46     -2.78
   0 157  1996.9780273    460007 332061.19     -4.67     86.86     -3.29     -3.31     86.80     -1.92     -3.37
   0 158  1997.0051270    471131 340237.41     -6.05     86.48     -4.39     -4.68     86.40     -3.02     -3.67
   0 159  1997.0323486    472143 340285.09     -4.17     86.84     -5.24     -2.78     86.81     -3.87     -3.81
   0 160  1997.0594482    471393 341207.91     -7.99     87.91     -5.85     -6.61     87.81     -4.47     -3.83
   0 161  1997.0866699    472084 341730.09     -5.93     86.47     -6.26     -4.54     86.34     -4.87     -3.77
 999 162  1997.1137695    481257 349834.81     -7.53     91.19     -6.51     -6.15     91.00     -5.11     -3.67
   0 163  1997.1409912    468559 340352.00     -6.94     86.76     -6.58     -5.55     86.53     -5.18     -3.48
   0 164  1997.1682129    466845 338123.00     -6.66     87.20     -6.45     -5.26     87.02     -5.04     -3.15
   0 165  1997.1953125    464419 335354.31     -7.73     89.78     -6.16     -6.31     89.57     -4.74     -2.68
   0 166  1997.2225342    464882 334884.69     -5.44     87.66     -5.83     -4.01     87.39     -4.40     -2.15
   0 167  1997.2496338    466355 336895.00     -4.09     87.26     -5.71     -2.65     87.01     -4.26     -1.80
   0 168  1997.2768555    464398 333948.69     -3.22     86.43     -5.62     -1.76     86.20     -4.16     -1.44
   0 169  1997.3039551    465711 335056.69     -8.44     84.53     -5.62     -6.97     84.24     -4.16     -1.14
   0 170  1997.3311768    467822 336829.91     -7.28     84.13     -5.55     -5.80     83.94     -4.08     -0.74
   0 171  1997.3582764    466061 335309.00     -3.41     83.68     -5.27     -1.93     83.64     -3.79     -0.13
   0 172  1997.3854980    466721 337075.41     -6.76     85.19     -4.80     -5.28     85.11     -3.31      0.61
   0 173  1997.4125977    465727 336472.91     -1.69     87.51     -4.20     -0.20     87.45     -2.71      1.38
 999 174  1997.4398193    226888 166194.80     -3.60     95.14     -3.60     -2.13     95.05     -2.11      2.01
   0 175  1997.4670410    466191 337929.59     -4.78     87.76     -2.85     -3.29     87.72     -1.36      2.60
   0 176  1997.4941406    457913 332556.50     -2.87     90.41     -1.94     -1.37     90.42     -0.45      3.15
   0 177  1997.5213623    461424 337828.50     -2.52     90.62     -0.85     -1.02     90.68      0.65      3.67
   0 178  1997.5484619    461050 338277.69      3.12     92.75      0.44      4.62     92.91      1.95      4.18
   0 179  1997.5756836    457824 336400.41      1.66     92.86      2.11      3.18     93.07      3.62      4.87
 999 180  1997.6027832    444844 331976.09      0.66     99.58      3.79      2.17     99.74      5.31      5.47
   0 181  1997.6300049    453747 335181.69      4.65     97.62      5.57      6.18     97.88      7.09      6.08
   0 182  1997.6571045    445762 329621.31      7.27    101.02      7.10      8.80    101.36      8.63      6.45
   0 183  1997.6843262    443042 327475.81      8.37    102.88      8.38      9.90    103.27      9.91      6.64
   0 184  1997.7114258    449076 332074.91     10.29    105.95      9.47     11.83    106.33     11.01      6.81
   0 185  1997.7386475    443055 327775.59     11.67    106.33     10.41     13.22    106.73     11.97      7.04
 999 186  1997.7658691    417155 309990.31     18.14    113.59     10.78     19.70    114.00     12.35      6.95
   0 187  1997.7929688    452167 331548.09     13.43    111.03     11.27     15.02    111.46     12.85      7.25
   0 188  1997.8201904    456219 333460.59     10.06    110.37     10.96     11.66    110.75     12.55      7.04
   0 189  1997.8472900    456490 332763.09     13.06    112.50     10.25     14.66    112.84     11.84      6.67
   0 190  1997.8745117    456810 332739.09      9.23    115.05      9.04     10.83    115.30     10.64      6.04
   0 191  1997.9016113    450547 328105.69      6.76    112.16      7.99      8.35    112.36      9.60      5.73
   0 192  1997.9288330    459162 333395.00      8.79    115.55      6.69     10.41    115.72      8.31      5.28
   0 193  1997.9559326    454675 328035.81      3.60    114.38      5.36      5.23    114.48      6.99      4.83
   0 194  1997.9831543    467451 337315.19      4.28    110.62      4.26      5.93    110.70      5.89      4.60
   0 195  1998.0102539    462536 335414.41      0.32    107.92      3.48      1.93    107.96      5.12      4.61
   0 196  1998.0374756    454850 328147.59      3.60    102.51      3.04      5.24    102.59      4.68      4.86
 999 197  1998.0646973    411096 299986.69      0.65    106.53      2.84      2.27    106.55      4.49      5.23
   0 198  1998.0917969    460766 332205.41      3.21    104.82      2.75      4.87    104.80      4.41      5.59
   0 199  1998.1190186    459533 331808.41      3.11    101.10      2.69      4.80    101.08      4.37      5.87
   0 200  1998.1461182    419772 302358.09      1.64     99.56      2.71      3.32     99.49      4.41      6.15
